Element 1 ID	Element 2 ID	STRING escore	STRING tscore	STRING dscore
P43403	P06239			
P43403	P06239			
P01579	Q68D85	0	150	0
P01579	Q68D85	0	150	0
P33681	P42336	0	69	900
P33681	P42336	0	69	900
P33681	P42336			
P36575	P20963	195	43	0
P36575	P20963	195	43	0
Q9BYX4	P19525	0	573	0
Q9BYX4	P19525	0	573	0
O95786	P19525	0	559	900
O95786	P19525	0	559	900
O15455	P19525	0	469	0
O15455	P19525	0	469	0
GO:0006915	P25445	IDA		
P05231	Q15672	0	658	0
P05231	Q15672	0	658	0
Q16568	P15391	0	795	0
Q16568	P15391	0	795	0
P29965	P36575	193	49	0
P29965	P36575	193	49	0
P32248	P36575	0	151	0
P32248	P36575	0	151	0
P29965	P38570	0	473	0
P29965	P38570	0	473	0
GO:0007155	P05107	IDA		
P13591	P48023	0	546	0
P13591	P48023	0	546	0
GO:0006915	P48023	TAS		
Q16520	Q06124	0	168	0
Q16520	Q06124	0	168	0
Q16568	P13232	0	483	0
Q16568	P13232	0	483	0
Q16568	P40933	0	565	0
Q16568	P40933	0	565	0
Q16568	P60568	0	657	0
Q16568	P60568	0	657	0
Q16568	P60568	0	657	0
Q16568	P60568	0	657	0
P01730	P60568	0	684	0
P01730	P60568	0	684	0
P40933	Q16568	0	565	0
P40933	Q16568	0	565	0
P40933	P60568	0	950	0
P40933	P60568	0	950	0
P13232	Q16568	0	483	0
P13232	Q16568	0	483	0
P13232	P60568	0	920	0
P13232	P60568	0	920	0
P05451	P60568	0	208	0
P05451	P60568	0	208	0
Q07011	P10747	0	807	0
Q07011	P10747	0	807	0
P42858	P05112	0	185	0
P42858	P05112	0	185	0
271	P22001	342	0	0
P05231	Q02223	0	355	0
P05231	Q02223	0	355	0
P05231	P15391	0	714	0
P05231	P15391	0	714	0
Q02363	Q9C0K0	64	519	0
Q02363	Q9C0K0	64	519	0
P10144	Q9C0K0	0	162	0
P10144	Q9C0K0	0	162	0
Q02363	Q9C0K0	64	519	0
Q02363	Q9C0K0	64	519	0
P15391	P20273	294	933	0
P15391	P20273	294	933	0
P60568	Q16568	0	657	0
P60568	Q16568	0	657	0
P13501	Q15672	0	211	0
P13501	Q15672	0	211	0
Q8WVN6	P09564	379	906	0
Q8WVN6	P09564	379	906	0
P08842	O43521	0	150	0
P08842	O43521	0	150	0
GO:0007165	O75888	TAS		
O75888	O14836	379	718	900
O75888	O14836	379	718	900
O75888	O14836			
Q9Y275	O14836	379	950	900
Q9Y275	O14836	379	950	900
Q9Y275	O14836			
O75626	O75888	0	211	0
O75626	O75888	0	211	0
P25942	O14836	0	673	0
P25942	O14836	0	673	0
Q9GZX7	Q99836	0	433	0
Q9GZX7	Q99836	0	433	0
Q9GZX7	O14836	0	603	0
Q9GZX7	O14836	0	603	0
Q02223	O75888	379	640	900
Q02223	O75888	379	640	900
Q02223	O75888			
Q02223	O75888	379	640	900
Q02223	O75888	379	640	900
Q02223	O75888			
Q07817	Q06124	0	448	0
Q07817	Q06124	0	448	0
P60568	P00533	0	548	600
P60568	P00533	0	548	600
P60568	P01589	870	968	900
P60568	P01589	870	968	900
P60568	P01589			
P60568	P01589			
P60568	P01589			
GO:0008283	P01589	TAS		
Q02223	O75888	379	640	900
Q02223	O75888	379	640	900
Q02223	O75888			
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
Q15672	P05231	0	658	0
Q15672	P05231	0	658	0
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
P15391	P20273	294	933	0
P15391	P20273	294	933	0
P04626	P36575	0	196	0
P04626	P36575	0	196	0
P36575	P04626	0	196	0
P36575	P04626	0	196	0
Q16568	P06127	0	200	0
Q16568	P06127	0	200	0
GO:0042110	P27487	IDA		
Q14624	Q86SK9	0	838	0
Q14624	Q86SK9	0	838	0
Q16568	P13747	0	144	0
Q16568	P13747	0	144	0
Q16568	P13747	0	144	0
Q16568	P13747	0	144	0
Q16568	P17693	0	143	0
Q16568	P17693	0	143	0
P13747	P01579	0	390	0
P13747	P01579	0	390	0
P17693	Q16568	0	143	0
P17693	Q16568	0	143	0
P26715	Q16568	0	159	0
P26715	Q16568	0	159	0
P42345	Q9Y6W8	0	189	0
P42345	Q9Y6W8	0	189	0
P10415	P31749	0	426	900
P10415	P31749	0	426	900
P01589	P43489	0	531	0
P01589	P43489	0	531	0
Q8IXH7	Q9Y6W8	0	211	0
Q8IXH7	Q9Y6W8	0	211	0
P42345	P31749	872	972	900
P42345	P31749	872	972	900
P42345	P31749			
P42345	P31749			
P42345	P31749			
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
P05231	Q15672	0	658	0
P05231	Q15672	0	658	0
Q16568	O43490	0	240	0
Q16568	O43490	0	240	0
Q495A1	Q16568	0	307	0
Q495A1	Q16568	0	307	0
P42081	P16410	899	963	900
P42081	P16410	899	963	900
P42081	P16410			
P42081	P16410			
P33681	P16410	882	968	900
P33681	P16410	882	968	900
P33681	P16410			
P33681	P16410			
Q8IXH7	Q8TDQ0	0	296	0
Q8IXH7	Q8TDQ0	0	296	0
P18075	P51654	85	330	0
P18075	P51654	85	330	0
O14763	P13688	0	172	0
O14763	P13688	0	172	0
P25445	P02771	0	156	0
P25445	P02771	0	156	0
O15554	813	0	524	900
Q15672	Q99836	0	265	0
Q15672	Q99836	0	265	0
GO:0042110	P10747	IGI		
B7ZLG1	P43489	0	818	0
B7ZLG1	P43489	0	818	0
B7ZLG1	P43489	0	818	0
B7ZLG1	P43489	0	818	0
P26718	O14763	0	429	0
P26718	O14763	0	429	0
P26718	O14763	0	429	0
P26718	O14763	0	429	0
GO:0008283	Q02223	TAS		
P13501	Q86WV6	0	187	0
P13501	Q86WV6	0	187	0
GO:0006935	P13501	NAS		
GO:0006935	P02778	IDA		
Q07011	P10323	0	238	0
Q07011	P10323	0	238	0
GO:0006351	P24928	TAS		
P16410	P08174	0	373	0
P16410	P08174	0	373	0
P16410	P13987	0	354	0
P16410	P13987	0	354	0
GO:0008283	Q02223	TAS		
P01579	P10747	0	772	0
P01579	P10747	0	772	0
P60568	P10747	0	956	0
P60568	P10747	0	956	0
P02743	P02778	0	188	0
P02743	P02778	0	188	0
P02778	P02743	0	188	0
P02778	P02743	0	188	0
Q86TM3	P20333	0	280	0
Q86TM3	P20333	0	280	0
P01730	P20333	0	230	0
P01730	P20333	0	230	0
Q86TM3	P20333	0	280	0
Q86TM3	P20333	0	280	0
P60568	P20333	0	785	0
P60568	P20333	0	785	0
P60568	P31944	0	222	0
P60568	P31944	0	222	0
Q9Y572	Q13546	920	352	900
Q9Y572	Q13546	920	352	900
Q9Y572	Q13546			
Q9Y572	Q13546			
Q9Y572	Q13546			
Q9Y572	Q13546			
Q9Y572	Q13546			
Q9Y572	Q13546			
Q9Y572	Q13546			
Q9Y572	Q13546			
Q9Y572	Q13546			
Q9Y572	Q13546			
O95696	P02144	0	145	0
O95696	P02144	0	145	0
P05112	10964	0	154	0
P05112	P02144	0	185	0
P05112	P02144	0	185	0
P26718	P11166	0	227	0
P26718	P11166	0	227	0
Q9BZM5	P11166	0	242	0
Q9BZM5	P11166	0	242	0
P60568	P10747	0	956	0
P60568	P10747	0	956	0
P60568	P07204	0	377	0
P60568	P07204	0	377	0
P00451	B7ZLG1	0	259	0
P00451	B7ZLG1	0	259	0
B7ZLG1	P36575	0	0	0
B7ZLG1	P36575	0	0	0
P28907	P05231	0	795	0
P28907	P05231	0	795	0
P28907	P05231	0	795	0
P28907	P05231	0	795	0
GO:0007155	Q9NQ25	NAS		
Q9NQ25	Q13422	0	89	0
Q9NQ25	Q13422	0	89	0
P28907	P05231	0	795	0
P28907	P05231	0	795	0
Q9NZQ7	P04141	0	677	0
Q9NZQ7	P04141	0	677	0
Q9NZQ7	P18627	0	811	0
Q9NZQ7	P18627	0	811	0
P60568	P18031	0	187	0
P60568	P18031	0	187	0
P01375	P18031	77	504	0
P01375	P18031	77	504	0
P42229	P18031	435	545	900
P42229	P18031	435	545	900
P29597	P60568	0	528	0
P29597	P60568	0	528	0
O60674	P18031	522	863	900
O60674	P18031	522	863	900
O60674	P18031			
O60674	P18031			
P29597	P18031	456	428	900
P29597	P18031	456	428	900
P29597	P18031			
P29597	P18031	456	428	900
P29597	P18031	456	428	900
P29597	P18031			
P29597	P18031	456	428	900
P29597	P18031	456	428	900
P29597	P18031			
P29597	P18031	456	428	900
P29597	P18031	456	428	900
P29597	P18031			
O60674	P18031	522	863	900
O60674	P18031	522	863	900
O60674	P18031			
O60674	P18031			
P29597	P18031	456	428	900
P29597	P18031	456	428	900
P29597	P18031			
P18031	P01375	77	504	0
P18031	P01375	77	504	0
P29597	P40933	0	472	0
P29597	P40933	0	472	0
P29597	P40933	0	472	0
P29597	P40933	0	472	0
P29597	P40933	0	472	0
P29597	P40933	0	472	0
P29597	P60568	0	528	0
P29597	P60568	0	528	0
P29597	P60568	0	528	0
P29597	P60568	0	528	0
P18621	Q01780	368	0	900
P18621	Q01780	368	0	900
GO:0006955	Q9BQ51	NAS		
P33681	P16410	882	968	900
P33681	P16410	882	968	900
P33681	P16410			
P33681	P16410			
P42081	P16410	899	963	900
P42081	P16410	899	963	900
P42081	P16410			
P42081	P16410			
GO:0006955	Q9NZQ7	IDA		
P31749	Q5ZPR3	0	347	0
P31749	Q5ZPR3	0	347	0
Q9UBK5	UAZ537263	0	345	0
Q9UBK5	UAZ537263	0	345	0
P22301	P10747	0	887	0
P22301	P10747	0	887	0
P60568	P10747	0	956	0
P60568	P10747	0	956	0
P05231	P10747	0	773	0
P05231	P10747	0	773	0
P51679	P36575	193	49	0
P51679	P36575	193	49	0
P01730	P15391	0	579	0
P01730	P15391	0	579	0
P25024	P36575	193	99	0
P25024	P36575	193	99	0
P25025	P36575	193	167	0
P25025	P36575	193	167	0
P61073	P36575	193	203	900
P61073	P36575	193	203	900
Q15796	P04090	0	268	0
Q15796	P04090	0	268	0
P22301	P35225	0	953	0
P22301	P35225	0	953	0
P14324	68740	973	924	800
947	P35548	0	180	0
GO:0006915	P50591	IEA		
O00481	P62745	0	466	0
O00481	P62745	0	466	0
O00481	O60437	379	409	900
O00481	O60437	379	409	900
O00481	O60437			
GO:0006915	P48023	TAS		
P15391	P18627	0	514	0
P15391	P18627	0	514	0
P35555	P15391	0	229	0
P35555	P15391	0	229	0
Q9NQ25	Q16568	0	325	0
Q9NQ25	Q16568	0	325	0
Q16568	Q9NQ25	0	325	0
Q16568	Q9NQ25	0	325	0
GO:0006955	Q9UGT4	IEA		
P04141	Q02223	0	165	0
P04141	Q02223	0	165	0
P60568	Q02223	0	284	0
P60568	Q02223	0	284	0
P01375	Q02223	0	500	0
P01375	Q02223	0	500	0
P10747	Q9NZQ7	0	768	0
P10747	Q9NZQ7	0	768	0
B7ZLG1	P49961	0	842	0
B7ZLG1	P49961	0	842	0
GO:0031295	P10747	TAS		
P15391	Q16568	0	795	0
P15391	Q16568	0	795	0
GO:0007165	P04626	IDA		
O75888	Q02223	379	640	900
O75888	Q02223	379	640	900
O75888	Q02223			
Q9Y275	Q02223	909	874	900
Q9Y275	Q02223	909	874	900
Q9Y275	Q02223			
P01375	P40200	0	162	0
P01375	P40200	0	162	0
Q92583	P25942	0	532	0
Q92583	P25942	0	532	0
O00626	P25942	0	555	0
O00626	P25942	0	555	0
Q15672	P04141	0	171	0
Q15672	P04141	0	171	0
P78552	P35225	870	731	900
P78552	P35225	870	731	900
P78552	P35225			
P78552	P35225			
P78552	P35225	870	731	900
P78552	P35225	870	731	900
P78552	P35225			
P78552	P35225			
P36575	P04626	0	196	0
P36575	P04626	0	196	0
Q9Y275	Q02223	909	874	900
Q9Y275	Q02223	909	874	900
Q9Y275	Q02223			
Q02223	P18827	0	511	0
Q02223	P18827	0	511	0
Q02223	P15391	0	516	0
Q02223	P15391	0	516	0
Q02223	Q9NQ25	0	422	0
Q02223	Q9NQ25	0	422	0
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
Q02223	Q96RJ3	0	798	0
Q02223	Q96RJ3	0	798	0
P04626	P36575	0	196	0
P04626	P36575	0	196	0
P32248	P36575	0	151	0
P32248	P36575	0	151	0
P32248	P10747	0	838	0
P32248	P10747	0	838	0
P22301	P11150	0	185	0
P22301	P11150	0	185	0
Q8IXH7	P22301	0	741	0
Q8IXH7	P22301	0	741	0
GO:0006915	P09382	IEA		
P60568	P26951	0	529	900
P60568	P26951	0	529	900
P05231	P13500	0	977	0
P05231	P13500	0	977	0
P60568	P06239	0	710	900
P60568	P06239	0	710	900
P10747	Q07011	0	807	0
P10747	Q07011	0	807	0
P06239	P10747	384	836	900
P06239	P10747	384	836	900
P06239	P10747			
P06239	P10747			
P06239	P06241	0	80	900
P06239	P06241	0	80	900
P06239	P06241			
P06239	P06241			
P60568	B7ZLG1	472	958	900
P60568	B7ZLG1	472	958	900
P11279	P08174	0	187	0
P11279	P08174	0	187	0
GO:0008283	Q14116	IEA		
P04439	Q6ZN04	0	167	0
P04439	Q6ZN04	0	167	0
P04439	Q6ZN04	0	167	0
P04439	Q6ZN04	0	167	0
GO:0006955	Q9Y6W8	NAS		
GO:0006955	P43489	TAS		
P18827	Q02223	0	511	0
P18827	Q02223	0	511	0
P18827	Q9NQ25	0	553	0
P18827	Q9NQ25	0	553	0
P15391	Q02223	0	516	0
P15391	Q02223	0	516	0
P15391	Q9NQ25	0	429	0
P15391	Q9NQ25	0	429	0
P10747	P15391	0	793	0
P10747	P15391	0	793	0
P08700	P26951	870	846	900
P08700	P26951	870	846	900
P08700	P26951			
P08700	P26951			
P30533	P02768	0	245	0
P30533	P02768	0	245	0
Q86UR5	P02768	0	158	0
Q86UR5	P02768	0	158	0
Q92911	P15391	0	187	0
Q92911	P15391	0	187	0
GO:0006955	P04141	IEA		
GO:0006955	P40933	IEA		
O43602	P05231	0	315	0
O43602	P05231	0	315	0
P05231	Q96SW2	0	229	0
P05231	Q96SW2	0	229	0
Q13422	Q96SW2	384	780	0
Q13422	Q96SW2	384	780	0
GO:0030154	P09603	NAS		
P01579	P30203	0	288	0
P01579	P30203	0	288	0
P42345	P11274	0	249	900
P42345	P11274	0	249	900
P51679	P28908	0	269	0
P51679	P28908	0	269	0
P06239	P01730	952	657	900
P06239	P01730	952	657	900
P06239	P01730			
P06239	P01730			
P06239	P01730			
P06239	P01730			
P06239	P01730			
P06239	P01730			
P06239	P01730			
P06239	P01730			
P60568	P01730	0	684	0
P60568	P01730	0	684	0
P60568	P10747	0	956	0
P60568	P10747	0	956	0
P10747	P01730	336	590	900
P10747	P01730	336	590	900
P36575	O75626	0	190	0
P36575	O75626	0	190	0
P36402	O75626	0	510	0
P36402	O75626	0	510	0
P36575	O75626	0	190	0
P36575	O75626	0	190	0
P36575	O75626	0	190	0
P36575	O75626	0	190	0
P20823	Q92570	0	177	0
P20823	Q92570	0	177	0
P05231	P01730	0	481	0
P05231	P01730	0	481	0
Q16568	P15391	0	795	0
Q16568	P15391	0	795	0
Q16568	P15391	0	795	0
Q16568	P15391	0	795	0
Q16568	Q02223	0	347	0
Q16568	Q02223	0	347	0
P36575	P51681	193	101	0
P36575	P51681	193	101	0
P19838	Q9NR28	0	248	0
P19838	Q9NR28	0	248	0
GO:0042110	P10747	IGI		
Q9NYK1	Q9NR28	0	239	0
Q9NYK1	Q9NR28	0	239	0
Q14653	Q9UHD2.P	501	967	900
Q14653	Q9UHD2.P	501	967	900
P25942	P29965	870	974	900
P25942	P29965	870	974	900
P25942	P29965			
P13500	P01375	0	969	0
P13500	P01375	0	969	0
P02778	P01375	0	853	0
P02778	P01375	0	853	0
P08174	P15391	0	354	0
P08174	P15391	0	354	0
P15391	P11274	0	287	900
P15391	P11274	0	287	900
P35225	P78552	870	731	900
P35225	P78552	870	731	900
P35225	P78552			
P35225	P78552			
P60568	P01730	0	684	0
P60568	P01730	0	684	0
P10747	Q06124	0	480	0
P10747	Q06124	0	480	0
P19838	Q12933	99	299	900
P19838	Q12933	99	299	900
O14763	P40933	0	297	0
O14763	P40933	0	297	0
P01730	P42224	0	366	0
P01730	P42224	0	366	0
P50416	P40933	0	245	0
P50416	P40933	0	245	0
P10747	P15391	0	793	0
P10747	P15391	0	793	0
P15391	P29965	0	755	0
P15391	P29965	0	755	0
P35398	P29965	72	123	0
P35398	P29965	72	123	0
GO:0042110	P10747	IGI		
GO:0031295	P10747	TAS		
B7ZLG1	O00300	0	243	0
B7ZLG1	O00300	0	243	0
B7ZLG1	P01730	0	630	0
B7ZLG1	P01730	0	630	0
Q07011	P10747	0	807	0
Q07011	P10747	0	807	0
Q15399	P60568	0	651	0
Q15399	P60568	0	651	0
GO:0008283	P31749	TAS		
P14780	Q13421.T	0	541	0
P14780	Q13421.T	0	541	0
Q06187	Q8WXI8	63	74	0
Q06187	Q8WXI8	63	74	0
Q06187	Q9NZQ7	0	328	0
Q06187	Q9NZQ7	0	328	0
Q16568	P15391	0	795	0
Q16568	P15391	0	795	0
P01579	P26842	0	576	0
P01579	P26842	0	576	0
P01375	P26842	0	685	0
P01375	P26842	0	685	0
P26842	P10747	0	848	0
P26842	P10747	0	848	0
GO:0030217	P60568	TAS		
P14902	P15391	0	541	0
P14902	P15391	0	541	0
P02743	P05362	0	185	0
P02743	P05362	0	185	0
P01579	Q9UHP7	0	350	0
P01579	Q9UHP7	0	350	0
O94985	O60880	0	146	0
O94985	O60880	0	146	0
GO:0006915	O00300	IEA		
GO:0006915	O00220	NAS		
P01579	P15391	0	620	0
P01579	P15391	0	620	0
P60568	P15391	0	800	0
P60568	P15391	0	800	0
P29466	P12544	56	349	0
P29466	P12544	56	349	0
Q12929	GO:0008283	TAS		
P60568	P01730	0	684	0
P60568	P01730	0	684	0
P60568	P10747	0	956	0
P60568	P10747	0	956	0
GO:0008283	P00533	IDA		
GO:0006915	P01579	IGI		
P02743	Q9NR96	0	232	0
P02743	Q9NR96	0	232	0
P07333	Q8WXI8	124	90	0
P07333	Q8WXI8	124	90	0
P02778	P04141	0	802	0
P02778	P04141	0	802	0
O14625	P04141	0	557	0
O14625	P04141	0	557	0
P22301	Q8WXI8	0	254	0
P22301	Q8WXI8	0	254	0
Q8WXI8	Q86VB7	0	202	0
Q8WXI8	Q86VB7	0	202	0
P09429	P27797	0	676	0
P09429	P27797	0	676	0
P09429	P27797	0	676	0
P09429	P27797	0	676	0
O60674	P40763	472	979	900
O60674	P40763	472	979	900
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
O60674	P40763			
P25445	Q14790	0	171	0
P25445	Q14790	0	171	0
P25445	Q14790			
P25445	Q14790			
P25445	Q14790			
P25445	Q14790			
P25445	Q14790			
P25445	Q14790			
P25445	Q14790			
GO:0006915	P10144	TAS		
P11279	Q70J99	0	473	0
P11279	Q70J99	0	473	0
P10747	Q9NZQ7	0	768	0
P10747	Q9NZQ7	0	768	0
GO:0006955	P01730	NAS		
Q02223	Q9ULX5	0	222	0
Q02223	Q9ULX5	0	222	0
P15391	P51681	0	561	0
P15391	P51681	0	561	0
P60880	P36575	0	174	0
P60880	P36575	0	174	0
GO:0006915	O14763	NAS		
Q07011	GO:0006915	IEA		
GO:0006915	Q07011	IEA		
P10747	Q07011	0	807	0
P10747	Q07011	0	807	0
P01730	Q07011	0	282	0
P01730	Q07011	0	282	0
P31944	Q07011	0	326	0
P31944	Q07011	0	326	0
O43914	Q9NZC2	379	925	900
O43914	Q9NZC2	379	925	900
O43914	Q9NZC2			
O43914	Q9NZC2			
O43914	Q9NZC2			
P09564	Q16568	0	225	0
P09564	Q16568	0	225	0
PF02189	P06239	84	618	0
PF02189	P06239	84	618	0
P43403	P06239	472	270	900
P43403	P06239	472	270	900
P43403	P06239			
P43403	P06239			
P43403	P06239			
P43403	P06239			
P13500	P40763	0	824	900
P13500	P40763	0	824	900
P42224	P40763	713	88	900
P42224	P40763	713	88	900
P42224	P40763			
P42224	P40763			
P42224	P40763			
P42224	P40763			
P42224	P40763			
P42224	P40763			
P42224	P40763			
P42224	P40763			
P42224	P40763			
P42224	P40763			
P42224	P40763			
P08174	P16410	0	373	0
P08174	P16410	0	373	0
Q92905	P19838	233	137	0
Q92905	P19838	233	137	0
P08174	P10747	0	293	0
P08174	P10747	0	293	0
GO:0006915	Q14653	TAS		
GO:0006915	P10144	TAS		
P01375	P50479	0	171	0
P01375	P50479	0	171	0
Q14765	Q9NZH6	0	163	0
Q14765	Q9NZH6	0	163	0
P00533	P01133	933	972	900
P00533	P01133	933	972	900
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133	933	972	900
P00533	P01133	933	972	900
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P00533	P01133			
P01730	Q07011	0	282	0
P01730	Q07011	0	282	0
P01730	P10747	336	590	900
P01730	P10747	336	590	900
P01730	Q14005	379	441	900
P01730	Q14005	379	441	900
P01730	Q14005			
GO:0006955	P01730	NAS		
P04141	P15391	0	687	0
P04141	P15391	0	687	0
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
P12931	P56704	85	381	0
P12931	P56704	85	381	0
216239	P08069	180	885	0
P29279	P56704.T	0	429	0
P29279	P56704.T	0	429	0
O76076	P56704.T	0	399	0
O76076	P56704.T	0	399	0
P04628	P56704.T	418	106	900
P04628	P56704.T	418	106	900
P01106	P56704.T	0	811	0
P01106	P56704.T	0	811	0
P42345	O94925	0	337	0
P42345	O94925	0	337	0
P18627	Q9NZQ7	0	811	0
P18627	Q9NZQ7	0	811	0
Q8TDQ0	Q9NZQ7	0	806	0
Q8TDQ0	Q9NZQ7	0	806	0
P35228	P01375	0	844	900
P35228	P01375	0	844	900
P60568	P28908	0	589	0
P60568	P28908	0	589	0
Q15672	P05231	0	658	0
Q15672	P05231	0	658	0
Q16568	P15391	0	795	0
Q16568	P15391	0	795	0
P28908	P51679	0	269	0
P28908	P51679	0	269	0
P01579	P05231	0	937	0
P01579	P05231	0	937	0
P01579	P05231	0	937	0
P01579	P05231	0	937	0
P01375	P05231	0	982	0
P01375	P05231	0	982	0
P01375	P05231	0	982	0
P01375	P05231	0	982	0
P11279	P10747	0	674	0
P11279	P10747	0	674	0
GO:0006955	P16410	TAS		
GO:0006955	Q9NZQ7	IDA		
Q13422	Q96SW2	384	780	0
Q13422	Q96SW2	384	780	0
Q9UKT9	Q96SW2	384	895	0
Q9UKT9	Q96SW2	384	895	0
P28906	P05231	0	727	0
P28906	P05231	0	727	0
O15344	Q02223	0	159	0
O15344	Q02223	0	159	0
P40763	P05231	269	970	900
P40763	P05231	269	970	900
P40763	P05231			
P40763	P05231			
P40763	P05231			
UAZ4B693637	Q9NZQ7	0	391	0
UAZ4B693637	Q9NZQ7	0	391	0
Q01151	Q06187	0	156	0
Q01151	Q06187	0	156	0
P22301	P23771	0	835	0
P22301	P23771	0	835	0
P10747	Q06124	0	480	0
P10747	Q06124	0	480	0
P01579	P10747	0	772	0
P01579	P10747	0	772	0
P60568	Q9NZQ7	0	852	0
P60568	Q9NZQ7	0	852	0
P31944	P26842	0	185	0
P31944	P26842	0	185	0
P15391	P28908	0	669	0
P15391	P28908	0	669	0
P01730	P40933	0	389	0
P01730	P40933	0	389	0
P01730	P10747	336	590	900
P01730	P10747	336	590	900
Q9NZQ7	P15391	0	668	0
Q9NZQ7	P15391	0	668	0
P15151	Q15762	552	919	900
P15151	Q15762	552	919	900
P15151	Q15762			
P10747	P43489	0	873	0
P10747	P43489	0	873	0
Q96RJ3	P15391	0	669	0
Q96RJ3	P15391	0	669	0
Q96RJ3	P15391	0	669	0
Q96RJ3	P15391	0	669	0
P15391	Q96RJ3	0	669	0
P15391	Q96RJ3	0	669	0
P15391	Q96RJ3	0	669	0
P15391	Q96RJ3	0	669	0
GO:0007165	P04626	IDA		
P01730	P60568	0	684	0
P01730	P60568	0	684	0
P01730	P13232	0	446	0
P01730	P13232	0	446	0
P60568	P13232	0	920	0
P60568	P13232	0	920	0
GO:0030154	P26718	IEA		
Q07011	P15391	0	677	0
Q07011	P15391	0	677	0
Q8WZ42	P43403	171	41	0
Q8WZ42	P43403	171	41	0
GO:0007155	O94985	TAS		
O75888	O14836	379	718	900
O75888	O14836	379	718	900
O75888	O14836			
Q9Y275	O14836	379	950	900
Q9Y275	O14836	379	950	900
Q9Y275	O14836			
O14836	O75888	379	718	900
O14836	O75888	379	718	900
O14836	O75888			
O14836	Q02223	0	870	0
O14836	Q02223	0	870	0
O14836	Q02223			
P08637	P04626	0	375	0
P08637	P04626	0	375	0
P31944	P16157	177	0	0
P31944	P16157	177	0	0
Q16568	P51654	0	362	0
Q16568	P51654	0	362	0
P22301	P30530	79	319	0
P22301	P30530	79	319	0
P36575	Q15672	0	160	0
P36575	Q15672	0	160	0
P61073	P16422	0	542	0
P61073	P16422	0	542	0
P09382	P01137	0	137	0
P09382	P01137	0	137	0
Q8IXH7	P60568	0	733	0
Q8IXH7	P60568	0	733	0
Q16520	O60885	60	137	0
Q16520	O60885	60	137	0
GO:0006915	P25445	IDA		
P60568	P40933	0	950	0
P60568	P40933	0	950	0
P60568	P09564	0	558	0
P60568	P09564	0	558	0
P36575	P04626	0	196	0
P36575	P04626	0	196	0
P08174	P15391	0	354	0
P08174	P15391	0	354	0
P10747	P15391	0	793	0
P10747	P15391	0	793	0
P25942	P02743	0	168	0
P25942	P02743	0	168	0
P01375	P25942	0	917	0
P01375	P25942	0	917	0
P25942	P02743	0	168	0
P25942	P02743	0	168	0
O14763	P60568	0	412	0
O14763	P60568	0	412	0
P10144	P60568	0	885	0
P10144	P60568	0	885	0
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
P10747	P09603	0	400	0
P10747	P09603	0	400	0
Q8IXH7	Q07011	0	213	0
Q8IXH7	Q07011	0	213	0
Q16568	P32970	0	267	0
Q16568	P32970	0	267	0
GO:0006955	P32970	IEA		
P19957	P10747	0	420	0
P19957	P10747	0	420	0
Q07011	P42345	0	223	0
Q07011	P42345	0	223	0
Q07011	P42345	0	223	0
Q07011	P42345	0	223	0
P22301	P10747	0	887	0
P22301	P10747	0	887	0
P01589	Q07011	0	482	0
P01589	Q07011	0	482	0
Q07108	P10747	0	897	0
Q07108	P10747	0	897	0
P04626	P00533	699	95	900
P04626	P00533	699	95	900
P04626	P00533			
P04626	P00533			
P04626	P00533			
P04626	P00533			
P04626	P00533			
P04626	P00533			
P04626	P00533			
P04626	P00533			
P04626	P00533			
P04626	P00533			
P04626	P00533			
Q15672	P05231	0	658	0
Q15672	P05231	0	658	0
Q16568	P32970	0	267	0
Q16568	P32970	0	267	0
P33681	P16410	882	968	900
P33681	P16410	882	968	900
P33681	P16410			
P33681	P16410			
P42081	P16410	899	963	900
P42081	P16410	899	963	900
P42081	P16410			
P42081	P16410			
P42574	P36575	0	179	0
P42574	P36575	0	179	0
Q9NZQ7	P14618	0	306	0
Q9NZQ7	P14618	0	306	0
P04626	P36575	0	196	0
P04626	P36575	0	196	0
GO:0006915	P10415	IDA		
GO:0006915	P10415	IDA		
GO:0043066	P10415	IDA		
GO:0043066	P55957	TAS		
Q16568	P15391	0	795	0
Q16568	P15391	0	795	0
Q08722	P78324	885	943	900
Q08722	P78324	885	943	900
Q08722	P78324			
Q08722	P78324			
Q08722	P78324			
P78324	Q08722	885	943	900
P78324	Q08722	885	943	900
P78324	Q08722			
P78324	Q08722			
P78324	Q08722			
P20273	P15391	294	933	0
P20273	P15391	294	933	0
P19838	Q02223	0	347	0
P19838	Q02223	0	347	0
